Unnamed: 0,sj,fl_e,fl_n,fl_s,fl_w,label
#GS006,2018/3/29 3:00,15,69,58,34,176
#GS008,2018/3/29 3:00,71,52,18,48,189
#GS035,2018/3/29 3:00,0,98,55,54,207
#GS007,2018/3/29 3:00,4,70,43,16,133
#GS008,2018/3/29 4:00,46,23,27,23,119
#GS007,2018/3/29 4:00,9,53,30,15,107
#GS035,2018/3/29 4:00,0,61,53,35,149
#GS006,2018/3/29 4:00,9,40,51,25,125
#GS008,2018/3/29 5:00,52,40,19,45,156
#GS007,2018/3/29 5:00,19,74,27,15,135
#GS006,2018/3/29 5:00,31,53,46,35,165
#GS035,2018/3/29 5:00,0,58,34,52,144
#GS035,2018/3/29 6:00,0,288,168,166,622
#GS006,2018/3/29 6:00,109,183,148,142,582
#GS008,2018/3/29 6:00,241,161,105,257,764
#GS007,2018/3/29 6:00,104,172,102,48,426
#GS007,2018/3/29 7:00,576,798,456,440,2270
#GS008,2018/3/29 7:00,1123,730,1227,730,3810
#GS006,2018/3/29 7:00,580,1046,896,843,3365
#GS035,2018/3/29 7:00,0,1058,1032,1203,3293
#GS007,2018/3/29 8:00,688,1003,591,511,2793
#GS006,2018/3/29 8:00,1241,1435,1439,575,4690
#GS035,2018/3/29 8:00,0,1108,1543,1535,4186
#GS008,2018/3/29 8:00,1406,765,1762,776,4709
#GS007,2018/3/29 9:00,779,1114,571,476,2940
#GS006,2018/3/29 9:00,1091,1074,1435,494,4094
#GS008,2018/3/29 9:00,1493,874,1151,600,4118
#GS035,2018/3/29 9:00,0,1273,972,944,3189
#GS006,2018/3/30 0:00,115,372,285,115,887
#GS007,2018/3/30 0:00,83,343,165,98,689
#GS008,2018/3/30 0:00,346,234,117,186,883
#GS035,2018/3/30 0:00,0,314,210,161,685
#GS008,2018/3/30 10:00,1562,994,1217,1015,4788
#GS006,2018/3/30 10:00,750,1750,1473,764,4737
#GS035,2018/3/30 10:00,0,1362,754,804,2920
#GS007,2018/3/30 10:00,668,972,788,383,2811
#GS008,2018/3/30 11:00,1479,977,1116,1009,4581
#GS007,2018/3/30 11:00,684,862,864,359,2769
#GS035,2018/3/30 11:00,0,1251,748,731,2730
#GS006,2018/3/30 11:00,702,1640,1403,736,4481
#GS035,2018/3/30 12:00,0,1363,784,753,2900
#GS006,2018/3/30 12:00,709,1559,1338,812,4418
#GS008,2018/3/30 12:00,1425,945,1079,948,4397
#GS007,2018/3/30 12:00,651,870,653,353,2527
#GS006,2018/3/30 13:00,742,1708,1441,805,4696
#GS035,2018/3/30 13:00,0,1331,691,845,2867
#GS008,2018/3/30 13:00,1468,1120,1206,985,4779
#GS007,2018/3/30 13:00,649,913,783,437,2782
#GS007,2018/3/30 14:00,617,907,1073,396,2993
#GS008,2018/3/30 14:00,1567,983,1194,1054,4798
#GS006,2018/3/30 14:00,712,1645,1436,849,4642
#GS035,2018/3/30 14:00,0,1340,840,797,2977
#GS008,2018/3/30 15:00,1551,999,1179,1036,4765
#GS007,2018/3/30 15:00,631,895,916,393,2835
#GS035,2018/3/30 15:00,0,1329,780,745,2854
#GS006,2018/3/30 15:00,639,1604,1495,823,4561
#GS008,2018/3/30 16:00,1596,1117,1115,971,4799
#GS007,2018/3/30 16:00,729,962,950,432,3073
#GS035,2018/3/30 16:00,0,1503,797,701,3001
#GS006,2018/3/30 16:00,733,1727,1441,916,4817
#GS007,2018/3/30 17:00,818,1171,843,571,3628
#GS008,2018/3/30 17:00,1599,1476,920,1176,5471
#GS035,2018/3/30 17:00,0,1733,858,714,3346
#GS006,2018/3/30 17:00,1111,1691,1647,959,5954
#GS008,2018/3/30 18:00,1599,1476,920,1176,5171
#GS007,2018/3/30 18:00,818,1171,843,571,3403
#GS006,2018/3/30 18:00,1111,1691,1647,959,5408
#GS035,2018/3/30 18:00,0,1733,858,714,3305
#GS006,2018/3/30 19:00,508,1192,1015,641,3356
#GS007,2018/3/30 19:00,315,755,611,314,1995
#GS008,2018/3/30 19:00,1242,925,467,989,3623
#GS035,2018/3/30 19:00,0,1349,625,622,2596
#GS006,2018/3/30 1:00,46,204,157,60,467
#GS008,2018/3/30 1:00,217,115,63,122,517
#GS007,2018/3/30 1:00,27,216,90,36,369
#GS035,2018/3/30 1:00,0,147,103,112,362
#GS008,2018/3/30 20:00,1002,779,474,779,3034
#GS007,2018/3/30 20:00,323,650,447,256,1676
#GS035,2018/3/30 20:00,0,1087,559,643,2289
#GS006,2018/3/30 20:00,420,1095,877,543,2935
#GS006,2018/3/30 21:00,405,1009,864,469,2747
#GS007,2018/3/30 21:00,278,630,574,255,1737
#GS035,2018/3/30 21:00,0,936,541,585,2062
#GS008,2018/3/30 21:00,1080,695,482,712,2969
#GS007,2018/3/30 22:00,262,519,375,182,1338
#GS008,2018/3/30 22:00,840,604,384,547,2375
#GS006,2018/3/30 22:00,305,849,745,353,2252
#GS035,2018/3/30 22:00,0,789,445,520,1754
#GS006,2018/3/30 23:00,218,540,495,232,1485
#GS035,2018/3/30 23:00,0,578,311,328,1217
#GS007,2018/3/30 23:00,224,342,304,130,1000
#GS008,2018/3/30 23:00,625,448,243,445,1761
#GS006,2018/3/30 2:00,26,133,124,44,327
#GS007,2018/3/30 2:00,18,183,77,25,303
#GS035,2018/3/30 2:00,0,143,83,71,297
#GS008,2018/3/30 2:00,123,78,38,72,311
#GS006,2018/3/30 3:00,16,82,69,33,200
#GS008,2018/3/30 3:00,65,41,28,56,190
#GS007,2018/3/30 3:00,10,150,41,16,217
#GS035,2018/3/30 3:00,0,95,63,50,208
#GS035,2018/3/30 4:00,0,61,43,34,138
#GS007,2018/3/30 4:00,3,115,28,13,159
#GS006,2018/3/30 4:00,12,41,45,23,121
#GS008,2018/3/30 4:00,57,35,14,34,140
#GS035,2018/3/30 5:00,0,75,48,49,172
#GS006,2018/3/30 5:00,27,66,43,29,165
#GS008,2018/3/30 5:00,52,46,27,56,181
#GS007,2018/3/30 5:00,20,139,30,12,201
#GS006,2018/3/30 6:00,86,173,180,178,617
#GS008,2018/3/30 6:00,211,162,103,234,710
#GS007,2018/3/30 6:00,132,202,105,55,494
#GS035,2018/3/30 6:00,0,246,152,187,585
#GS006,2018/3/30 7:00,562,1313,998,832,3705
#GS007,2018/3/30 7:00,589,821,693,386,2489
#GS008,2018/3/30 7:00,1227,735,939,910,3811
#GS035,2018/3/30 7:00,0,998,986,1166,3150
#GS006,2018/3/30 8:00,1184,2004,1795,1052,6035
#GS008,2018/3/30 8:00,1836,949,2315,874,5974
#GS007,2018/3/30 8:00,899,835,1000,565,3299
#GS035,2018/3/30 8:00,0,1206,1508,1370,4084
#GS007,2018/3/30 9:00,911,985,1333,493,3722
#GS008,2018/3/30 9:00,1670,1123,1800,1031,5624
#GS006,2018/3/30 9:00,1010,1877,1834,926,5647
#GS035,2018/3/30 9:00,0,1238,1126,1022,3386
#GS035,2018/3/31 0:00,0,419,220,209,848
#GS007,2018/3/31 0:00,83,328,227,84,722
#GS006,2018/3/31 0:00,138,464,343,161,1106
#GS008,2018/3/31 0:00,454,297,154,315,1220
#GS007,2018/3/31 10:00,415,707,534,341,1997
#GS008,2018/3/31 10:00,1187,791,1111,648,3737
#GS006,2018/3/31 10:00,206,1095,1136,713,3150
#GS035,2018/3/31 10:00,0,1176,799,775,2750
#GS006,2018/3/31 11:00,209,1015,1117,721,3062
#GS008,2018/3/31 11:00,1305,813,980,663,3761
#GS007,2018/3/31 11:00,574,724,448,341,2087
#GS035,2018/3/31 11:00,0,1180,742,777,2699
#GS006,2018/3/31 12:00,227,1214,1135,775,3351
#GS008,2018/3/31 12:00,1394,958,1162,750,4264
#GS007,2018/3/31 12:00,549,847,433,391,2220
#GS035,2018/3/31 12:00,0,1252,695,827,2774
#GS008,2018/3/31 13:00,1434,901,1215,696,4246
#GS035,2018/3/31 13:00,0,1108,668,793,2569
#GS007,2018/3/31 13:00,514,854,750,376,2494
#GS006,2018/3/31 13:00,210,1292,1155,716,3373
#GS006,2018/3/31 14:00,230,1398,1200,734,3562
#GS008,2018/3/31 14:00,1509,999,1159,806,4473
#GS007,2018/3/31 14:00,500,850,716,383,2449
#GS035,2018/3/31 14:00,0,1269,732,785,2786
#GS006,2018/3/31 15:00,201,1317,1138,699,3355
#GS035,2018/3/31 15:00,0,1244,753,787,2784
#GS008,2018/3/31 15:00,1403,924,1174,780,4281
#GS007,2018/3/31 15:00,507,863,650,326,2346
#GS008,2018/3/31 16:00,1231,950,1074,709,3964
#GS035,2018/3/31 16:00,0,1365,716,832,2913
#GS006,2018/3/31 16:00,203,1136,1180,822,3341
#GS007,2018/3/31 16:00,486,659,553,363,2061
#GS035,2018/3/31 17:00,0,1433,747,766,2966
#GS006,2018/3/31 17:00,243,1354,1154,740,3587
#GS008,2018/3/31 17:00,1294,1052,837,817,4576
#GS007,2018/3/31 17:00,456,947,671,353,2573
#GS035,2018/3/31 18:00,0,1433,747,766,2946
#GS006,2018/3/31 18:00,243,1354,1154,740,3491
#GS008,2018/3/31 18:00,1294,1052,837,817,4000
#GS007,2018/3/31 18:00,456,947,671,353,2427
#GS006,2018/3/31 19:00,151,1007,817,580,2555
#GS035,2018/3/31 19:00,0,1057,613,622,2292
#GS007,2018/3/31 19:00,238,638,555,236,1667
#GS008,2018/3/31 19:00,1002,696,441,804,2943
#GS035,2018/3/31 1:00,0,280,128,115,523
#GS006,2018/3/31 1:00,64,285,207,101,657
#GS008,2018/3/31 1:00,315,200,83,189,787
#GS007,2018/3/31 1:00,37,247,135,57,476
#GS007,2018/3/31 20:00,241,669,459,238,1607
#GS008,2018/3/31 20:00,1014,753,447,810,3024
#GS035,2018/3/31 20:00,0,1040,580,620,2240
#GS006,2018/3/31 20:00,150,1050,795,505,2500
#GS035,2018/3/31 21:00,0,890,616,600,2106
#GS007,2018/3/31 21:00,224,634,546,217,1621
#GS006,2018/3/31 21:00,147,1044,823,429,2443
#GS008,2018/3/31 21:00,1039,665,446,722,2872
#GS008,2018/3/31 22:00,823,548,305,541,2217
#GS006,2018/3/31 22:00,120,804,659,336,1919
#GS007,2018/3/31 22:00,199,503,415,160,1277
#GS035,2018/3/31 22:00,0,786,422,459,1667
#GS006,2018/3/31 23:00,75,526,457,216,1274
#GS008,2018/3/31 23:00,613,366,224,367,1570
#GS007,2018/3/31 23:00,160,339,284,126,909
#GS035,2018/3/31 23:00,0,550,369,340,1259
#GS006,2018/3/31 2:00,52,189,130,57,428
#GS008,2018/3/31 2:00,196,150,65,115,526
#GS035,2018/3/31 2:00,0,202,102,81,385
#GS007,2018/3/31 2:00,26,173,74,40,313
#GS006,2018/3/31 3:00,18,123,106,44,291
#GS008,2018/3/31 3:00,109,79,49,74,311
#GS007,2018/3/31 3:00,15,109,65,31,220
#GS035,2018/3/31 3:00,0,120,57,60,237
#GS035,2018/3/31 4:00,0,90,45,43,178
#GS007,2018/3/31 4:00,6,79,43,28,156
#GS008,2018/3/31 4:00,70,47,25,47,189
#GS006,2018/3/31 4:00,18,85,78,38,219
#GS008,2018/3/31 5:00,74,72,24,63,233
#GS006,2018/3/31 5:00,32,88,42,57,219
#GS035,2018/3/31 5:00,0,101,40,66,207
#GS007,2018/3/31 5:00,15,80,25,16,136
#GS035,2018/3/31 6:00,0,191,118,174,483
#GS007,2018/3/31 6:00,92,110,76,50,328
#GS006,2018/3/31 6:00,98,142,152,120,512
#GS008,2018/3/31 6:00,189,129,94,176,588
#GS006,2018/3/31 7:00,349,621,615,448,2033
#GS035,2018/3/31 7:00,0,674,419,554,1647
#GS007,2018/3/31 7:00,344,394,264,206,1208
#GS008,2018/3/31 7:00,682,555,431,478,2146
#GS008,2018/3/31 8:00,1286,887,1000,653,3826
#GS006,2018/3/31 8:00,601,1274,1112,685,3672
#GS035,2018/3/31 8:00,0,1093,680,897,2670
#GS007,2018/3/31 8:00,448,782,604,420,2254
#GS035,2018/3/31 9:00,0,1129,698,854,2681
#GS007,2018/3/31 9:00,360,732,687,369,2148
#GS008,2018/3/31 9:00,1280,825,1141,656,3902
#GS006,2018/3/31 9:00,347,1185,1106,706,3344
#GS008,2018/4/1 0:00,444,262,126,273,1105
#GS006,2018/4/1 0:00,54,452,335,154,995
#GS035,2018/4/1 0:00,0,405,246,222,873
#GS007,2018/4/1 0:00,77,296,169,82,624
#GS007,2018/4/1 10:00,341,608,460,329,1738
#GS008,2018/4/1 10:00,1126,709,946,555,3336
#GS006,2018/4/1 10:00,179,877,934,622,2612
#GS035,2018/4/1 10:00,0,1034,697,742,2473
#GS007,2018/4/1 11:00,450,693,396,298,1837
#GS006,2018/4/1 11:00,204,917,941,691,2753
#GS008,2018/4/1 11:00,1140,718,826,601,3285
#GS035,2018/4/1 11:00,0,1069,700,714,2483
#GS006,2018/4/1 12:00,219,1123,1032,689,3063
#GS008,2018/4/1 12:00,1309,839,973,750,3871
#GS007,2018/4/1 12:00,442,786,430,309,1967
#GS035,2018/4/1 12:00,0,1226,670,766,2662
#GS007,2018/4/1 13:00,466,761,410,332,1969
#GS035,2018/4/1 13:00,0,1122,796,863,2781
#GS006,2018/4/1 13:00,204,1069,1051,685,3009
#GS008,2018/4/1 13:00,1441,846,1214,687,4188
#GS008,2018/4/1 14:00,1432,860,1113,708,4113
#GS007,2018/4/1 14:00,555,834,732,309,2430
#GS035,2018/4/1 14:00,0,1203,722,769,2694
#GS006,2018/4/1 14:00,201,1280,1045,675,3201
#GS008,2018/4/1 15:00,1492,851,1084,741,4168
#GS035,2018/4/1 15:00,0,1160,700,756,2616
#GS006,2018/4/1 15:00,186,1229,1034,725,3174
#GS007,2018/4/1 15:00,460,625,751,318,2154
#GS035,2018/4/1 16:00,0,1268,768,693,2729
#GS006,2018/4/1 16:00,179,1394,1080,775,3428
#GS008,2018/4/1 16:00,1484,924,1043,759,4210
#GS007,2018/4/1 16:00,530,656,717,319,2222
#GS007,2018/4/1 17:00,544,939,726,319,2773
#GS006,2018/4/1 17:00,241,1471,1078,832,3642
#GS035,2018/4/1 17:00,0,1463,769,743,2759
#GS008,2018/4/1 17:00,1432,1050,878,996,4575
#GS006,2018/4/1 18:00,241,1471,1078,832,3622
#GS008,2018/4/1 18:00,1432,1050,878,996,4356
#GS007,2018/4/1 18:00,544,939,726,319,2528
#GS035,2018/4/1 18:00,0,1463,769,743,2975
#GS006,2018/4/1 19:00,149,991,781,573,2494
#GS008,2018/4/1 19:00,1063,691,470,940,3164
#GS035,2018/4/1 19:00,0,1149,739,654,2542
#GS007,2018/4/1 19:00,241,649,468,256,1614
#GS008,2018/4/1 1:00,291,184,94,180,749
#GS006,2018/4/1 1:00,22,301,198,82,603
#GS007,2018/4/1 1:00,35,197,145,41,418
#GS035,2018/4/1 1:00,0,263,143,128,534
#GS035,2018/4/1 20:00,0,1085,616,602,2303
#GS006,2018/4/1 20:00,146,1080,795,582,2603
#GS008,2018/4/1 20:00,1178,725,390,880,3173
#GS007,2018/4/1 20:00,267,681,434,239,1621
#GS006,2018/4/1 21:00,127,923,817,458,2325
#GS007,2018/4/1 21:00,212,553,507,263,1535
#GS008,2018/4/1 21:00,1003,648,407,730,2788
#GS035,2018/4/1 21:00,0,927,627,591,2145
#GS035,2018/4/1 22:00,0,710,447,428,1585
#GS008,2018/4/1 22:00,767,497,283,524,2071
#GS006,2018/4/1 22:00,126,719,612,329,1786
#GS007,2018/4/1 22:00,230,440,213,176,1059
#GS035,2018/4/1 23:00,0,457,201,224,882
#GS006,2018/4/1 23:00,73,490,443,199,1205
#GS008,2018/4/1 23:00,481,344,190,371,1386
#GS007,2018/4/1 23:00,191,294,263,110,858
#GS007,2018/4/1 2:00,16,119,101,39,275
#GS006,2018/4/1 2:00,12,163,139,50,364
#GS035,2018/4/1 2:00,0,165,87,84,336
#GS008,2018/4/1 2:00,169,100,62,113,444
#GS007,2018/4/1 3:00,13,87,38,20,158
#GS008,2018/4/1 3:00,96,63,25,63,247
#GS035,2018/4/1 3:00,0,108,58,52,218
#GS006,2018/4/1 3:00,7,96,76,33,212
#GS006,2018/4/1 4:00,6,51,54,29,140
#GS008,2018/4/1 4:00,70,32,20,53,175
#GS035,2018/4/1 4:00,0,70,47,39,156
#GS007,2018/4/1 4:00,6,48,21,17,92
#GS035,2018/4/1 5:00,0,73,44,81,198
#GS008,2018/4/1 5:00,69,44,50,45,208
#GS006,2018/4/1 5:00,5,50,75,38,168
#GS007,2018/4/1 5:00,12,52,58,21,143
#GS035,2018/4/1 6:00,0,174,91,122,387
#GS007,2018/4/1 6:00,87,91,48,35,261
#GS006,2018/4/1 6:00,30,115,97,109,351
#GS008,2018/4/1 6:00,128,104,63,134,429
#GS007,2018/4/1 7:00,261,305,133,134,833
#GS008,2018/4/1 7:00,468,403,275,485,1631
#GS006,2018/4/1 7:00,106,449,437,314,1306
#GS035,2018/4/1 7:00,0,502,258,421,1181
#GS006,2018/4/1 8:00,196,915,801,532,2444
#GS008,2018/4/1 8:00,1137,705,756,506,3104
#GS007,2018/4/1 8:00,343,589,460,288,1680
#GS035,2018/4/1 8:00,0,847,647,739,2233
#GS007,2018/4/1 9:00,294,679,581,332,1886
#GS035,2018/4/1 9:00,0,970,674,713,2357
#GS008,2018/4/1 9:00,1222,699,954,532,3407
#GS006,2018/4/1 9:00,198,1134,906,561,2799
#GS006,2018/4/2 0:00,30,364,231,114,739
#GS008,2018/4/2 0:00,350,225,124,193,892
#GS007,2018/4/2 0:00,58,235,148,79,520
#GS035,2018/4/2 0:00,0,351,154,143,648
#GS006,2018/4/2 10:00,241,1265,1443,821,3770
#GS008,2018/4/2 10:00,1496,912,1199,937,4544
#GS007,2018/4/2 10:00,619,890,551,386,2446
#GS035,2018/4/2 10:00,0,1219,691,775,2685
